Hour,Temperature,Load
20,70.6,1154240
21,70.32,1096835
22,70,1026569
23,70,937213
24,69.44,833947
01,69.04,736950
02,69.28,671774
03,69.6,639153
04,69.08,621482
05,69.48,621830
06,69.76,644644
07,69.52,701905
08,70.12,804246
09,71.24,949207
10,72.04,1048414
11,73.52,1084125
12,74.28,1094097
13,74.48,1102452
14,74.6,1092921
15,73.6,1077582
16,72.52,1079458
17,70.76,1108321
18,68.88,1137458
19,66.88,1196314
20,64.88,1235994
21,62,1181223
22,59.84,1089013
23,58.56,963881
24,56.56,842398
01,54.8,762293
02,52.92,739822
03,51.08,746395
04,49.76,773757
05,48.56,849321
06,47.44,1037040
07,46.56,1355451
08,45.48,1486947
09,45.16,1497146
10,46.8,1498325
11,48,1486084
12,48.24,1491575
13,48.88,1454318
14,49.56,1386137
15,50.12,1320305
16,49.96,1319511
17,49.2,1418384
18,48.08,1647830
19,46.16,1914916
20,44.28,1971410
21,42.92,1974412
22,41.84,1971346
23,40.8,1904089
24,40.64,1763356
01,39,1719915
02,37.48,1733303
03,36.04,1784328
04,35.36,1856427
05,35.12,1972234
06,34.4,2186023
07,34.16,2389530
08,36.36,2373805
09,41.76,2197789
10,47.48,1953663
11,51.32,1685896
12,54.44,1462139
13,56.88,1285925
14,58.72,1144564
15,59.6,1047812
16,60.32,1010665
17,59.72,1041976
18,58,1156528
19,54.08,1385307
20,51.76,1573739
21,49.92,1603184
22,48.28,1573064
23,47.36,1464984
24,46.2,1358503
01,45.68,1312941
02,44.72,1331120
03,44.64,1370873
04,44.6,1419418
05,45.8,1499556
06,45.56,1679829
07,46.04,1929442
08,49.96,1882421
09,55.96,1588911
10,62.12,1328689
11,65.84,1134773
12,68.68,1013990
13,69.8,949130
14,70.52,912974
15,70.52,896649
16,70.16,900833
17,69.28,938458
18,67.24,1012126
19,64.72,1120226
20,62.44,1213078
21,60.64,1186994
22,58.44,1110676
23,57.16,983864
24,55.92,863214
01,55.68,794799
02,54.2,781205
03,53.52,796287
04,53,828887
05,52.44,897307
06,52.96,1068748
07,52.72,1329725
08,55.28,1346326
09,59.48,1193883
10,64.44,1078521
11,67.08,1004809
12,68.56,958545
13,69.8,930759
14,70.28,908837
15,69.96,891695
16,69.72,900912
17,69.24,936118
18,68.48,996354
19,65.68,1091485
20,63.68,1195959
21,62.32,1150640
22,61.04,1071819
23,60.16,951636
24,59.24,826080
01,57.56,740858
02,56.96,709517
03,56.72,707140
04,56.12,721246
05,55.88,764083
06,56.12,888960
07,56.28,1094285
08,58.16,1127898
09,61.68,1057405
10,67.52,1003346
11,72.2,967590
12,75.36,960338
13,76.88,976071
14,77.76,997456
15,78.4,1024099
16,78.48,1056810
17,77.44,1093376
18,75.52,1115716
19,71.32,1136241
20,68.92,1188758
21,67.52,1116878
22,65.64,1030460
23,64.88,932808
24,63.56,810368
01,62.36,703191
02,60.96,644119
03,60.52,614447
04,59.8,604264
05,58.88,615118
06,58.8,657163
07,58.56,741997
08,61.2,855731
09,64.96,950410
10,70.64,995664
11,74.16,1023744
12,76.4,1051962
13,78,1085499
14,79.24,1117868
15,80.24,1152894
16,79.88,1190058
17,79.12,1218566
18,77.12,1216435
19,72.68,1201394
20,70.44,1234931
21,68.88,1145540
22,66.68,1040729
23,65.6,930356
24,64.12,812238
01,63.2,707726
02,62.12,644034
03,60.96,610668
04,60.16,597291
05,60.08,599958
06,59.24,624023
07,58.64,684841
08,60.52,798031
09,63.36,934464
10,67.44,1002604
11,70.44,1020487
12,72.84,1032797
13,75.16,1069769
14,75.96,1100432
15,76.64,1116377
16,76.28,1129043
17,75.44,1139507
18,72.28,1138002
19,67.96,1156061
20,64.44,1233126
21,62.64,1165223
22,60.72,1036704
23,58.96,898475
24,58.84,786291
01,55.36,696826
02,53.84,670566
03,52.56,676714
04,51.6,704480
05,51.48,775480
06,50.88,961590
07,51.12,1263609
08,54.36,1306178
09,60.32,1176392
10,66.24,1065360
11,70.36,997106
12,73.2,964807
13,75.12,968338
14,76.44,986102
15,76.88,1012857
16,76.6,1057000
17,75.8,1103424
18,73.8,1149894
19,70.24,1197305
20,67.56,1281812
21,66,1204455
22,65.28,1076624
23,64.24,924373
24,63.4,775410
01,62.72,675939
02,61.96,632995
03,62,616601
04,62,616143
05,62.2,650927
06,62.12,763489
07,61.72,962147
08,64.04,985262
09,69.04,949034
10,72.88,943580
11,75.2,967967
12,77.12,1001957
13,78.16,1041588
14,78.4,1080137
15,78.52,1113912
16,77.56,1148902
17,75.76,1182078
18,73.16,1222693
19,71.08,1276199
20,68.48,1341442
21,67.2,1258823
22,64.2,1118742
23,63,939350
24,62.52,787895
01,61.52,685120
02,61.12,633836
03,61.2,613868
04,61.12,612406
05,61.24,642531
06,61.12,752245
07,61.44,953873
08,63.16,981789
09,66.2,951951
10,68.72,956073
11,70.36,972334
12,72.56,988973
13,73.92,1005484
14,75.08,1018388
15,75.6,1037274
16,75.12,1061626
17,74.2,1091474
18,71.4,1122736
19,67.72,1153304
20,64.52,1231274
21,62.16,1167283
22,59.64,1067121
23,58.04,927913
24,57.44,783970
01,56,691480
02,54.52,652873
03,53.52,641251
04,53.28,647803
05,53,690193
06,52.92,825807
07,52.4,1058127
08,54.44,1076814
09,58.68,1001791
10,63.8,953756
11,67.52,933642
12,70.68,938254
13,72.4,960139
14,73.92,995789
15,75.16,1038824
16,75.08,1087907
17,74.28,1133556
18,72.4,1161058
19,68.44,1179631
20,66.24,1247563
21,63.72,1183196
22,61.16,1068010
23,60.12,923610
24,59.44,784229
01,58.16,682673
02,57.88,637844
03,57.56,622186
04,57.28,624427
05,57.32,655906
06,57.24,767207
07,57.12,958683
08,61.2,1002643
09,66.4,971597
10,71.6,963433
11,74.96,982083
12,77.52,1023397
13,79.04,1083742
14,80.48,1151386
15,81.28,1214635
16,81.32,1266234
17,80.24,1301650
18,78.32,1307304
19,74.56,1279058
20,72.16,1300469
21,69.88,1210766
22,68.04,1100151
23,67.12,981241
24,66.36,840394
01,65.88,727164
02,64.76,661504
03,64.16,626258
04,63.52,609793
05,63.08,612108
06,62.76,645095
07,63.52,713699
08,66.72,820450
09,71.44,946121
10,76.44,1048598
11,79.24,1136005
12,81.6,1238307
13,83.2,1339174
14,83.4,1408910
15,84.36,1460948
16,83.76,1482109
17,82.88,1485645
18,80.48,1453912
19,77.24,1396851
20,74.88,1411559
21,72.92,1301996
22,71.56,1176336
23,70.36,1034391
24,69.68,895490
01,68.16,772131
02,67.32,700209
03,67.24,655012
04,65.96,632884
05,65.56,628001
06,65.68,642202
07,64.84,689405
08,68.28,792716
09,71.72,953255
10,75.36,1079954
11,78.12,1175207
12,80.64,1293963
13,82.92,1426058
14,84.2,1523738
15,84.48,1582533
16,84.64,1602642
17,83.64,1608654
18,81.2,1573791
19,77.4,1515217
20,74.8,1542283
21,73.4,1426577
22,71.24,1264541
23,69.68,1073207
24,69.08,897724
01,66.8,760416
02,65.84,691447
03,65.12,651274
04,63.64,630098
05,62.88,645024
06,62.24,730912
07,61.72,898105
08,65.64,940167
09,71.32,971118
10,75.36,1041942
11,78.36,1132816
12,80.64,1252422
13,82.6,1374611
14,83.56,1470277
15,83.64,1542857
16,83.12,1581010
17,82.08,1601141
18,79.84,1588541
19,76.36,1539045
20,73.4,1562177
21,71.48,1424374
22,69.2,1253200
23,67.84,1055511
24,66.92,873521
01,65.12,746613
02,64,681821
03,63.36,649496
04,62.36,636268
05,61.76,652271
06,61.32,744427
07,61.32,921915
08,65.12,956237
09,71.2,969969
10,75.24,1018773
11,78.08,1102441
12,80.36,1205972
13,81.2,1321855
14,82.68,1416203
15,82.72,1490435
16,82.36,1474447
17,80.88,1501865
18,79.2,1494065
19,75.72,1504071
20,73.04,1537538
21,70.8,1421685
22,69.12,1252298
23,67.96,1058631
24,67.32,881454
01,65.96,750437
02,65.36,688609
03,65.36,656388
04,64.68,642912
05,64.6,658963
06,64.68,752475
07,65.24,920407
08,68.4,960506
09,72.8,974807
10,76.88,1030452
11,79.16,1105668
12,80.96,1189135
13,81.92,1276260
14,82.6,1353913
15,83,1422749
16,82.4,1472353
17,81.08,1507579
18,78.96,1512891
19,76,1472346
20,74.04,1502394
21,71.92,1384437
22,70.2,1248862
23,69.08,1065749
24,68.88,888319
01,68.24,760970
02,67.72,703199
03,67.36,672990
04,67.6,664047
05,68.04,681911
06,68.36,777794
07,68.36,960041
08,69.96,1005982
09,73,1023783
10,75.28,1068952
11,76.24,1114004
12,77.72,1153103
13,78.84,1198165
14,79.88,1245910
15,80.32,1287200
16,79.12,1315783
17,78.44,1323723
18,76.96,1329299
19,73.84,1337059
20,71.56,1389296
21,70.16,1306742
22,68.68,1177238
23,67.16,1014374
24,66.6,846438
01,64.68,726600
02,63.8,665894
03,62.68,633742
04,61.4,623160
05,60.56,642467
06,59.24,739386
07,58.12,920748
08,59.68,965049
09,62.44,955375
10,64.8,960961
11,67.08,963283
12,68.56,970255
13,69.92,988325
14,70.92,1008294
15,71.16,1028730
16,70.44,1055107
17,69,1075206
18,66.72,1077740
19,62.92,1077623
20,59.76,1147707
21,57.8,1104420
22,56.24,1044976
23,55.08,971251
24,54.68,878542
01,52.36,803177
02,50.8,770852
03,50.2,767535
04,49.72,780712
05,48.88,816630
06,48.56,893670
07,47.48,1034068
08,52.12,1173609
09,57.28,1201499
10,61.84,1139501
11,65.32,1055436
12,67.44,996998
13,69.32,968172
14,70.2,959671
15,71.16,967951
16,71.4,985820
17,70.48,998981
18,68.84,1007951
19,65,1028186
20,62.12,1106137
21,60.48,1058132
22,58.12,992049
23,56.92,911764
24,55.88,821906
01,54.68,749837
02,53.72,717222
03,53.12,711305
04,52.72,717214
05,52.2,738589
06,52.68,789120
07,52.6,888875
08,58.88,1008632
09,66.12,1055093
10,71.2,1037318
11,74.12,1002394
12,76,1006850
13,77.08,1050070
14,77.4,1097770
15,77.84,1141528
16,77.32,1179524
17,76.96,1205079
18,75.72,1211450
19,72.12,1202694
20,69.48,1263991
21,67.68,1190533
22,66.24,1064591
23,65.2,926346
24,63.76,790565
01,63.2,687561
02,62.52,634535
03,62.04,606290
04,60.96,601336
05,61.24,626307
06,61.76,711927
07,61.84,854343
08,67,909115
09,72.32,946252
10,75.8,1005825
11,78.68,1080662
12,80.44,1163613
13,81.4,1234518
14,81.52,1280589
15,81.68,1317497
16,81.24,1347070
17,80,1369391
18,78.2,1384640
19,74.84,1381892
20,72.04,1425987
21,70.76,1326921
22,68.92,1192006
23,67.8,1028190
24,66.76,864186
01,66.24,741007
02,65.6,678118
03,65.2,646715
04,64.68,635427
05,64.44,649572
06,64,725788
07,64.12,854482
08,68.24,915068
09,73.4,963739
10,77.32,1051337
11,79.56,1156392
12,81.6,1265211
13,82.28,1375114
14,83.36,1446454
15,83.2,1487772
16,81.16,1487493
17,79.56,1483675
18,76.92,1466105
19,74.16,1425949
20,72.24,1450657
21,69.8,1349948
22,68.64,1204325
23,67.56,1038617
24,67,877215
01,65.88,754357
02,65.08,690586
03,64.84,658044
04,64.32,645083
05,63.6,661286
06,63.12,738168
07,63.08,874760
08,64.72,928211
09,67.48,963467
10,70.16,1015684
11,72.32,1073098
12,74.96,1134558
13,76.76,1200434
14,78.24,1262338
15,78.72,1315799
16,79.08,1348831
17,77.28,1366010
18,74.64,1369324
19,70.76,1317960
20,67.8,1330206
21,65.04,1236121
22,63.2,1105789
23,61.68,960015
24,59.96,811341
01,58.16,703825
02,57.2,649168
03,56.12,633056
04,55.64,634504
05,54.76,667344
06,54.48,775111
07,54.2,944841
08,58.88,996997
09,64.48,977446
10,69.04,970543
11,72.92,977551
12,75.36,1008503
13,77.12,1064389
14,78.64,1125857
15,79.12,1193042
16,78.48,1250907
17,77.24,1285997
18,75.2,1297526
19,70.76,1256118
20,67.64,1281670
21,65.56,1191392
22,63.72,1081639
23,62.32,947370
24,60.52,808904
01,59.04,703812
02,58.04,653741
03,57.04,633374
04,56.32,632508
05,56.08,654934
06,56.48,733737
07,56.88,864666
08,62.36,935637
09,69.16,967267
10,73.48,1002525
11,77.24,1047123
12,79.64,1113412
13,81.04,1197331
14,81.88,1274486
15,82.24,1346976
16,81.88,1397744
17,81,1427553
18,78.64,1418025
19,75.28,1350392
20,72.48,1355230
21,70.56,1258239
22,69.12,1145856
23,67.84,1015889
24,66.12,878498
01,65.2,765604
02,64.28,698925
03,64.12,658296
04,63.72,639694
05,62.64,641003
06,63.2,664891
07,64.08,723117
08,67.6,840005
09,72.4,988040
10,75.96,1106587
11,79.12,1203471
12,81.16,1308166
13,82.64,1404890
14,83.12,1477453
15,83.6,1518175
16,83.04,1537238
17,81.24,1543219
18,79.76,1518241
19,76.92,1454810
20,74.6,1469479
21,72.72,1376508
22,71.92,1260361
23,71.48,1124917
24,70.48,985815
01,69.4,850090
02,68.52,767029
03,67.96,716019
04,67.44,689139
05,67.08,685974
06,66.72,711816
07,67.16,766036
08,71,888398
09,74.72,1088779
10,77.68,1253359
11,79.92,1359607
12,81.68,1443414
13,82.88,1528489
14,82.96,1573580
15,83.04,1589725
16,82.28,1587344
17,81.16,1566622
18,79.52,1503019
19,76.8,1437131
20,74.68,1475445
21,73.56,1401055
22,71.92,1254007
23,70.64,1087304
24,70.32,923731
01,69.44,800613
02,68.76,733692
03,68.6,699511
04,67.8,685599
05,67.68,702527
06,67.32,782438
07,67.64,929780
08,69.04,987060
09,72,1051286
10,74.2,1132819
11,77.24,1209482
12,78.28,1292258
13,80.04,1384268
14,81.4,1460248
15,81.68,1521956
16,80.92,1565502
17,80.04,1579619
18,78.16,1570387
19,74.04,1513640
20,71.36,1530307
21,69.84,1429555
22,67.84,1258416
23,67.04,1071970
24,66.52,895291
01,65.16,758728
02,63.96,694552
03,63.32,662493
04,63,644865
05,63.16,663258
06,62.72,754541
07,63.8,920079
08,66.4,966822
09,70.64,982500
10,74.4,1030566
11,77.12,1092681
12,78.84,1173086
13,80.52,1269777
14,80.96,1372727
15,81.24,1439317
16,81.32,1464767
17,81.04,1484083
18,78.28,1483974
19,75.76,1458635
20,73.84,1502494
21,72.44,1416806
22,71,1264137
23,69.48,1075617
24,68.32,898296
01,67.84,765760
02,66.96,701221
03,66.16,667642
04,66.36,652381
05,66.24,668233
06,65.92,758207
07,66.84,924534
08,70,972178
09,72.92,989806
10,74,1025597
11,75.36,1050954
12,75.08,1057404
13,75.24,1064194
14,75,1067139
15,73.92,1064764
16,74.08,1064863
17,73.36,1091772
18,72.04,1145537
19,70.84,1193309
20,69.72,1236603
21,68.4,1185417
22,67.04,1079955
23,66.24,931886
24,66,786076
01,65,686446
02,63.56,637784
03,63.28,613834
04,62.96,607170
05,62.72,627613
06,62.52,723659
07,63.32,893891
08,66.12,939431
09,70.44,947211
10,73.56,983226
11,76.28,1040790
12,77.96,1113797
13,79.08,1196852
14,79.76,1269085
15,79.72,1324579
16,79.36,1365400
17,78.08,1384095
18,75.68,1367557
19,73,1341604
20,70.72,1390592
21,69.16,1315459
22,68.52,1184496
23,67.44,1020891
24,67,859917
01,65.08,734067
02,64.32,672272
03,63.4,636355
04,62.68,625974
05,62.12,643167
06,61.84,732915
07,61.96,902466
08,63.6,954013
09,66.6,962045
10,69.28,993101
11,71.48,1026217
12,72.68,1063291
13,73.76,1098165
14,74.28,1125549
15,74.52,1145196
16,74.44,1163070
17,73,1165304
18,70.56,1145025
19,66.76,1113455
20,64.52,1156536
21,62.48,1097083
22,62.36,1012364
23,61.72,911982
24,60.6,798975
01,58.84,701122
02,58,653834
03,56.68,629900
04,55,626747
05,54.04,643920
06,52.92,698092
07,53.28,792409
08,59.92,904509
09,64.92,975835
10,68.92,994507
11,71.28,991746
12,73.08,997726
13,74.24,1017824
14,74.84,1044408
15,74.84,1077816
16,74.52,1103834
17,74.12,1122385
18,71.96,1115428
19,68,1083375
20,64.96,1134649
21,62.84,1070037
22,61.48,976773
23,60.08,879325
24,58.56,774278
01,57.88,688482
02,58.16,665990
03,58.44,643498
04,58.12,625265
05,57.72,625237
06,57,649826
07,56.8,705576
08,57.84,785755
09,62.48,885393
10,67.6,942384
11,71.24,961063
12,73.28,975105
13,75.16,1000338
14,75.84,1030493
15,76.52,1058700
16,76.6,1091662
17,76.36,1130330
18,75.28,1156176
19,73.36,1145819
20,70.88,1130087
21,68.76,1208596
22,67.36,1139087
23,66.4,986375
24,65.52,818743
01,63.84,688407
02,63.48,626749
03,62.8,593618
04,62.76,593224
05,63.08,611908
06,62.88,704121
07,62.28,882969
08,63.56,929215
09,67.28,907876
10,71.76,919375
11,74.4,954433
12,77.04,1005568
13,78.4,1057733
14,79.4,1111771
15,80.28,1168783
16,80.84,1237408
17,80.36,1308558
18,79.28,1365837
19,77.32,1366500
20,74.6,1328569
21,72.56,1370694
22,71.08,1273574
23,70.2,1099614
24,69.24,909926
01,68.68,764076
02,67.6,693479
03,67.08,654512
04,66.4,640227
05,65.92,651777
06,65.16,734979
07,64.36,907344
08,65.56,936004
09,69.72,921449
10,73.88,946965
11,76.64,1000544
12,78.96,1070417
13,80.48,1149858
14,81.36,1228265
15,81.92,1296452
16,81.36,1374911
17,80.96,1451019
18,79.92,1494221
19,78.04,1482064
20,75.6,1424884
21,74.12,1454283
22,72.52,1346176
23,71.24,1159073
24,70.36,964300
01,70.08,816658
02,68.84,734340
03,67.96,696941
04,67.12,673363
05,66.64,680406
06,66.44,760325
07,65.92,929300
08,67,969468
09,70.08,951151
10,73.44,985964
11,75.92,1054451
12,77.68,1129574
13,78.52,1207122
14,79.64,1265744
15,79.88,1301204
16,79.6,1321037
17,78.88,1361064
18,77.72,1403219
19,75.44,1388581
20,73.6,1354793
21,72.32,1376830
22,71.4,1289811
23,70.6,1117382
24,69.56,935153
01,69.12,798915
02,68.48,724021
03,67.92,686513
04,67.24,667796
05,67,676096
06,66.88,756088
07,66.56,932709
08,67.84,974828
09,69.96,956453
10,72.92,979439
11,75.36,1032335
12,76.8,1105108
13,77.6,1168741
14,78.56,1222179
15,78.64,1254591
16,77.52,1290756
17,76.56,1327506
18,75.72,1354981
19,73.12,1343649
20,71.72,1320207
21,70.56,1347815
22,69.64,1263475
23,69,1096908
24,68.2,910678
01,67.48,771604
02,66.96,691468
03,66.24,661776
04,65.36,640077
05,65.16,650628
06,64.64,732801
07,64.2,904969
08,65.4,947516
09,68.2,938179
10,71.24,976704
11,73,1035036
12,75,1103877
13,75.92,1161851
14,75.32,1204411
15,75.28,1211400
16,74.2,1200643
17,73.32,1174192
18,72.32,1163954
19,71.28,1139317
20,70.36,1114527
21,69.6,1133759
22,68.92,1088517
23,68.64,991322
24,68.2,872132
01,68.16,757351
02,67.84,689298
03,67.52,653168
04,67.24,634775
05,67.28,633288
06,66.8,660208
07,66.52,716118
08,66.92,792840
09,68.44,898910
10,71.16,988262
11,73.52,1051447
12,75.08,1101447
13,75.84,1133904
14,77.56,1163589
15,78.32,1197994
16,77.24,1226568
17,77.4,1252717
18,75.68,1252264
19,74.32,1219423
20,72.52,1182095
21,71.48,1207031
22,70.36,1137055
23,69.12,1021796
24,68.24,892705
01,67.6,761754
02,67.2,685900
03,66.6,642805
04,65.92,619873
05,65.28,612589
06,65.04,626989
07,64.4,672521
08,65.52,739618
09,69.36,880297
10,73.4,1007752
11,76.12,1106908
12,77.92,1203184
13,79.28,1306402
14,78.96,1382905
15,77.8,1416377
16,76.52,1408619
17,75.4,1373991
18,74.64,1340198
19,73.48,1299560
20,72.04,1261533
21,69.96,1306292
22,68.56,1217894
23,67.2,1042947
24,66.28,864129
01,65.8,723347
02,65.4,655586
03,64.64,621033
04,64.08,605651
05,63.88,621326
06,63.52,713323
07,63.32,889078
08,64.92,922497
09,69.12,914834
10,73.32,962456
11,76.04,1036120
12,78.44,1131272
13,79.92,1235849
14,80.84,1336450
15,81.8,1410057
16,81.36,1474228
17,80.84,1521385
18,80.48,1552686
19,78.84,1537261
20,75.52,1472070
21,73.24,1474383
22,72,1363753
23,70.4,1164768
24,69.52,954727
01,69.36,797184
02,68,716282
03,67.36,676324
04,66.52,656363
05,66.4,664775
06,65.88,747728
07,65.52,923065
08,66.68,953973
09,71.2,956388
10,75.52,1024032
11,79,1121909
12,80.96,1242752
13,82.32,1366409
14,83.32,1474529
15,83.8,1563622
16,83.6,1640723
17,82.84,1691217
18,80.88,1715066
19,79.24,1671591
20,76.68,1582527
21,74.88,1578116
22,73.4,1450232
23,72.2,1238762
24,71,1022622
01,70.12,857467
02,69.12,771101
03,68.24,723113
04,67.84,695576
05,67.32,700587
06,67,776454
07,66.32,949383
08,67.72,976435
09,71.56,976228
10,75.8,1048534
11,78.72,1153914
12,81.08,1271748
13,82.44,1393138
14,83.6,1503374
15,83.64,1579299
16,83.32,1632761
17,82.28,1635506
18,80.92,1622109
19,79.32,1632641
20,76.88,1547406
21,74.72,1535984
22,73.72,1434073
23,72.48,1229192
24,71.64,1024374
01,70.48,863320
02,69.12,775236
03,68.52,725255
04,67.72,698361
05,66.92,699632
06,66.2,777174
07,65.6,944989
08,67.28,977016
09,71.56,978171
10,75.4,1056451
11,78.56,1170435
12,81.08,1294479
13,82.88,1423561
14,83.52,1531808
15,83.84,1626696
16,83.88,1708011
17,83.48,1773478
18,82.76,1798643
19,80.24,1754431
20,77.52,1645237
21,75.24,1612395
22,73.64,1488748
23,72.08,1280181
24,70.68,1052372
01,69.52,882678
02,68.64,784691
03,67.28,729953
